Step,AgentID,agent_id,position,state,products_remaining
217.0,83,83,"(2, 4)",shopping,1
217.0,84,84,"(3, 8)",shopping,1
217.0,85,85,"(56, 3)",shopping,1
217.0,86,86,"(58, 6)",shopping,2
217.0,87,87,"(2, 1)",shopping,1
217.0,88,88,"(29, 3)",shopping,2
217.0,89,89,"(3, 4)",shopping,1
217.0,90,90,"(31, 3)",shopping,2
217.0,91,91,"(2, 8)",shopping,2
217.0,93,93,"(1, 1)",shopping,2
217.0,94,94,"(2, 6)",shopping,2
217.0,95,95,"(57, 6)",shopping,1
217.0,96,96,"(39, 1)",shopping,1
217.0,97,97,"(36, 5)",shopping,1
217.0,98,98,"(2, 5)",shopping,1
217.0,99,99,"(1, 3)",shopping,2
217.0,100,100,"(1, 4)",shopping,1
218.0,22,22,"(30, 4)",exiting,0
218.0,32,32,"(15, 4)",exiting,0
218.0,33,33,"(13, 4)",exiting,0
218.0,36,36,"(32, 5)",exiting,0
218.0,38,38,"(34, 7)",shopping,1
218.0,40,40,"(55, 4)",exiting,0
218.0,41,41,"(44, 4)",shopping,1
218.0,43,43,"(31, 6)",exiting,0
218.0,45,45,"(19, 2)",exiting,0
218.0,46,46,"(28, 6)",shopping,1
218.0,48,48,"(24, 6)",exiting,0
218.0,49,49,"(12, 4)",shopping,1
218.0,50,50,"(16, 5)",exiting,0
218.0,51,51,"(51, 4)",exiting,0
218.0,53,53,"(5, 8)",shopping,1
218.0,55,55,"(11, 3)",shopping,2
218.0,56,56,"(17, 5)",shopping,1
218.0,57,57,"(23, 3)",shopping,2
218.0,59,59,"(30, 6)",exiting,0
218.0,60,60,"(5, 7)",shopping,1
218.0,61,61,"(8, 6)",shopping,2
218.0,62,62,"(28, 4)",exiting,0
218.0,63,63,"(26, 3)",exiting,0
218.0,64,64,"(4, 6)",shopping,1
218.0,66,66,"(7, 8)",shopping,1
218.0,67,67,"(27, 4)",shopping,1
218.0,68,68,"(24, 5)",shopping,1
218.0,69,69,"(10, 4)",shopping,1
218.0,70,70,"(26, 5)",exiting,0
218.0,71,71,"(4, 3)",shopping,1
218.0,72,72,"(27, 3)",shopping,2
218.0,73,73,"(15, 5)",shopping,2
218.0,74,74,"(33, 4)",shopping,2
218.0,76,76,"(24, 2)",shopping,1
218.0,77,77,"(8, 2)",shopping,1
218.0,78,78,"(7, 3)",shopping,2
218.0,79,79,"(10, 5)",shopping,1
218.0,80,80,"(9, 5)",shopping,2
218.0,81,81,"(2, 7)",shopping,1
218.0,82,82,"(11, 5)",exiting,0
218.0,83,83,"(2, 4)",shopping,1
218.0,84,84,"(3, 8)",shopping,1
218.0,85,85,"(56, 3)",shopping,1
218.0,86,86,"(58, 6)",shopping,2
218.0,87,87,"(2, 1)",shopping,1
218.0,88,88,"(29, 4)",shopping,2
218.0,89,89,"(3, 4)",shopping,1
218.0,90,90,"(30, 3)",shopping,2
218.0,91,91,"(2, 8)",shopping,2
218.0,93,93,"(1, 1)",shopping,2
218.0,94,94,"(2, 6)",shopping,2
218.0,95,95,"(57, 6)",shopping,1
218.0,96,96,"(39, 2)",shopping,1
218.0,97,97,"(35, 5)",shopping,1
218.0,98,98,"(2, 5)",shopping,1
218.0,99,99,"(1, 3)",shopping,2
218.0,100,100,"(1, 4)",shopping,1
219.0,22,22,"(30, 4)",exiting,0
219.0,32,32,"(14, 4)",exiting,0
219.0,33,33,"(13, 4)",exiting,0
219.0,36,36,"(33, 5)",exiting,0
219.0,38,38,"(34, 7)",shopping,1
219.0,40,40,"(56, 4)",exiting,0
219.0,41,41,"(44, 3)",shopping,1
219.0,43,43,"(31, 6)",exiting,0
219.0,45,45,"(19, 2)",exiting,0
219.0,46,46,"(28, 6)",dwelling,1
219.0,48,48,"(23, 6)",exiting,0
219.0,49,49,"(12, 3)",shopping,1
219.0,50,50,"(16, 5)",exiting,0
219.0,51,51,"(52, 4)",exiting,0
219.0,53,53,"(5, 8)",shopping,1
219.0,55,55,"(11, 3)",shopping,2
219.0,56,56,"(17, 5)",shopping,1
219.0,57,57,"(23, 4)",shopping,2
219.0,59,59,"(29, 6)",exiting,0
219.0,60,60,"(5, 7)",shopping,1
219.0,61,61,"(8, 6)",shopping,2
219.0,62,62,"(28, 4)",exiting,0
219.0,63,63,"(25, 3)",exiting,0
219.0,64,64,"(4, 6)",shopping,1
219.0,66,66,"(7, 8)",shopping,1
219.0,67,67,"(26, 4)",shopping,1
219.0,68,68,"(25, 5)",shopping,1
219.0,69,69,"(10, 4)",shopping,1
219.0,70,70,"(26, 5)",exiting,0
219.0,71,71,"(4, 3)",shopping,1
219.0,72,72,"(27, 3)",dwelling,2
219.0,73,73,"(15, 6)",shopping,2
219.0,74,74,"(33, 3)",shopping,2
219.0,76,76,"(24, 3)",shopping,1
219.0,77,77,"(8, 2)",shopping,1
219.0,78,78,"(7, 4)",shopping,2
219.0,79,79,"(10, 6)",shopping,1
219.0,80,80,"(9, 5)",shopping,2
219.0,81,81,"(2, 7)",shopping,1
219.0,82,82,"(11, 5)",exiting,0
219.0,83,83,"(2, 3)",shopping,1
219.0,84,84,"(3, 8)",shopping,1
219.0,85,85,"(56, 3)",shopping,1
219.0,86,86,"(58, 6)",shopping,2
219.0,87,87,"(2, 1)",shopping,1
219.0,88,88,"(29, 5)",shopping,2
219.0,89,89,"(3, 5)",shopping,1
219.0,90,90,"(29, 3)",shopping,2
219.0,91,91,"(2, 8)",shopping,2
219.0,93,93,"(1, 1)",shopping,2
219.0,94,94,"(3, 6)",shopping,2
219.0,95,95,"(57, 6)",shopping,1
219.0,96,96,"(39, 3)",shopping,1
219.0,97,97,"(34, 5)",shopping,1
219.0,98,98,"(2, 5)",shopping,1
219.0,99,99,"(1, 2)",shopping,2
219.0,100,100,"(1, 4)",shopping,1
220.0,22,22,"(30, 4)",exiting,0
220.0,32,32,"(14, 5)",exiting,0
220.0,33,33,"(13, 4)",exiting,0
220.0,36,36,"(33, 5)",exiting,0
220.0,38,38,"(34, 7)",shopping,1
220.0,40,40,"(57, 4)",exiting,0
220.0,41,41,"(45, 3)",shopping,1
220.0,43,43,"(31, 6)",exiting,0
220.0,45,45,"(19, 2)",exiting,0
220.0,46,46,"(28, 6)",dwelling,1
220.0,48,48,"(22, 6)",exiting,0
220.0,49,49,"(13, 3)",shopping,1
220.0,50,50,"(16, 5)",exiting,0
220.0,51,51,"(53, 4)",exiting,0
220.0,53,53,"(6, 8)",shopping,1
220.0,55,55,"(11, 3)",shopping,2
220.0,56,56,"(17, 5)",shopping,1
220.0,57,57,"(23, 5)",shopping,2
220.0,59,59,"(29, 6)",exiting,0
220.0,60,60,"(5, 6)",shopping,1
220.0,61,61,"(8, 6)",shopping,2
220.0,62,62,"(28, 4)",exiting,0
220.0,63,63,"(25, 4)",exiting,0
220.0,64,64,"(4, 6)",shopping,1
220.0,66,66,"(7, 8)",shopping,1
220.0,67,67,"(27, 4)",shopping,1
220.0,68,68,"(25, 6)",shopping,1
220.0,69,69,"(10, 4)",shopping,1
220.0,70,70,"(26, 5)",exiting,0
220.0,71,71,"(4, 3)",shopping,1
220.0,72,72,"(27, 3)",dwelling,2
220.0,73,73,"(16, 6)",shopping,2
220.0,74,74,"(32, 3)",shopping,2
220.0,76,76,"(24, 3)",shopping,1
220.0,77,77,"(8, 2)",shopping,1
220.0,78,78,"(7, 5)",shopping,2
220.0,79,79,"(11, 6)",shopping,1
220.0,80,80,"(9, 5)",shopping,2
220.0,81,81,"(2, 7)",shopping,1
220.0,82,82,"(11, 5)",exiting,0
220.0,83,83,"(2, 3)",shopping,1
220.0,84,84,"(3, 8)",shopping,1
220.0,85,85,"(56, 3)",shopping,1
220.0,86,86,"(58, 6)",shopping,2
220.0,87,87,"(2, 1)",shopping,1
220.0,88,88,"(29, 5)",shopping,2
220.0,89,89,"(3, 5)",shopping,1
220.0,90,90,"(29, 4)",shopping,2
220.0,91,91,"(2, 8)",shopping,2
220.0,93,93,"(1, 1)",shopping,2
220.0,94,94,"(2, 6)",shopping,2
220.0,95,95,"(57, 6)",shopping,1
220.0,96,96,"(40, 3)",shopping,1
220.0,97,97,"(34, 6)",shopping,1
220.0,98,98,"(2, 5)",shopping,1
220.0,99,99,"(1, 2)",shopping,2
220.0,100,100,"(1, 4)",shopping,1
221.0,22,22,"(30, 4)",exiting,0
221.0,32,32,"(13, 5)",exiting,0
221.0,33,33,"(13, 4)",exiting,0
221.0,36,36,"(33, 5)",exiting,0
221.0,38,38,"(34, 7)",shopping,1
221.0,41,41,"(46, 3)",shopping,1
221.0,43,43,"(31, 6)",exiting,0
221.0,45,45,"(19, 2)",exiting,0
221.0,46,46,"(28, 6)",shopping,0
221.0,48,48,"(21, 6)",exiting,0
221.0,49,49,"(14, 3)",shopping,1
221.0,50,50,"(16, 5)",exiting,0
221.0,51,51,"(54, 4)",exiting,0
221.0,53,53,"(6, 8)",shopping,1
221.0,55,55,"(11, 3)",shopping,2
221.0,56,56,"(18, 5)",shopping,1
221.0,57,57,"(24, 5)",shopping,2
221.0,59,59,"(30, 6)",exiting,0
221.0,60,60,"(5, 6)",shopping,1
221.0,61,61,"(8, 6)",shopping,2
221.0,62,62,"(28, 4)",exiting,0
221.0,63,63,"(24, 4)",exiting,0
221.0,64,64,"(3, 6)",shopping,1
221.0,66,66,"(7, 8)",shopping,1
221.0,67,67,"(27, 5)",shopping,1
221.0,68,68,"(26, 6)",shopping,1
221.0,69,69,"(10, 4)",shopping,1
221.0,70,70,"(26, 5)",exiting,0
221.0,71,71,"(4, 3)",shopping,1
221.0,72,72,"(27, 3)",shopping,1
221.0,73,73,"(17, 6)",shopping,2
221.0,74,74,"(31, 3)",shopping,2
221.0,76,76,"(24, 3)",shopping,1
221.0,77,77,"(8, 2)",shopping,1
221.0,78,78,"(7, 6)",shopping,2
221.0,79,79,"(12, 6)",shopping,1
221.0,80,80,"(10, 5)",shopping,2
221.0,81,81,"(2, 7)",shopping,1
221.0,82,82,"(11, 6)",exiting,0
221.0,83,83,"(2, 3)",shopping,1
221.0,84,84,"(3, 7)",shopping,1
221.0,85,85,"(55, 3)",shopping,1
221.0,86,86,"(58, 6)",shopping,2
221.0,87,87,"(2, 1)",shopping,1
221.0,88,88,"(29, 6)",shopping,2
221.0,89,89,"(3, 5)",shopping,1
221.0,90,90,"(29, 4)",shopping,2
221.0,91,91,"(2, 8)",shopping,2
221.0,93,93,"(1, 1)",shopping,2
221.0,94,94,"(2, 6)",shopping,2
221.0,95,95,"(57, 5)",shopping,1
221.0,96,96,"(41, 3)",shopping,1
221.0,97,97,"(33, 6)",shopping,1
221.0,98,98,"(2, 5)",shopping,1
221.0,99,99,"(1, 2)",shopping,2
221.0,100,100,"(1, 5)",shopping,1
222.0,22,22,"(30, 4)",exiting,0
222.0,32,32,"(12, 5)",exiting,0
222.0,33,33,"(13, 3)",exiting,0
222.0,36,36,"(33, 5)",exiting,0
222.0,38,38,"(34, 7)",shopping,1
222.0,41,41,"(47, 3)",shopping,1
222.0,43,43,"(31, 6)",exiting,0
222.0,45,45,"(19, 2)",exiting,0
222.0,46,46,"(28, 6)",exiting,0
222.0,48,48,"(20, 6)",exiting,0
222.0,49,49,"(15, 3)",shopping,1
222.0,50,50,"(15, 5)",exiting,0
222.0,51,51,"(55, 4)",exiting,0
222.0,53,53,"(6, 8)",shopping,1
222.0,55,55,"(11, 3)",shopping,2
222.0,56,56,"(18, 5)",shopping,1
222.0,57,57,"(25, 5)",shopping,2
222.0,59,59,"(30, 6)",exiting,0
222.0,60,60,"(5, 6)",shopping,1
222.0,61,61,"(8, 6)",shopping,2
222.0,62,62,"(28, 4)",exiting,0
222.0,63,63,"(23, 4)",exiting,0
222.0,64,64,"(3, 6)",shopping,1
222.0,66,66,"(7, 8)",shopping,1
222.0,67,67,"(27, 4)",shopping,1
222.0,68,68,"(27, 6)",shopping,1
222.0,69,69,"(10, 5)",shopping,1
222.0,70,70,"(26, 5)",exiting,0
222.0,71,71,"(4, 3)",shopping,1
222.0,72,72,"(27, 3)",shopping,1
222.0,73,73,"(18, 6)",shopping,2
222.0,74,74,"(30, 3)",shopping,2
222.0,76,76,"(24, 3)",shopping,1
222.0,77,77,"(8, 2)",shopping,1
222.0,78,78,"(7, 7)",shopping,2
222.0,79,79,"(13, 6)",shopping,1
222.0,80,80,"(10, 6)",shopping,2
222.0,81,81,"(2, 7)",shopping,1
222.0,82,82,"(11, 5)",exiting,0
222.0,83,83,"(2, 3)",shopping,1
222.0,84,84,"(3, 7)",shopping,1
222.0,85,85,"(55, 3)",shopping,1
222.0,86,86,"(58, 6)",shopping,2
222.0,87,87,"(2, 1)",shopping,1
222.0,88,88,"(29, 6)",dwelling,2
222.0,89,89,"(3, 5)",shopping,1
222.0,90,90,"(29, 4)",shopping,2
222.0,91,91,"(2, 8)",shopping,2
222.0,93,93,"(1, 1)",shopping,2
222.0,94,94,"(2, 6)",shopping,2
222.0,95,95,"(57, 5)",shopping,1
222.0,96,96,"(42, 3)",shopping,1
222.0,97,97,"(32, 6)",shopping,1
222.0,98,98,"(2, 5)",shopping,1
222.0,99,99,"(1, 2)",shopping,2
222.0,100,100,"(1, 5)",shopping,1
223.0,22,22,"(30, 5)",exiting,0
223.0,32,32,"(12, 6)",exiting,0
223.0,33,33,"(13, 3)",exiting,0
223.0,36,36,"(33, 5)",exiting,0
223.0,38,38,"(34, 7)",shopping,1
223.0,41,41,"(48, 3)",shopping,1
223.0,43,43,"(31, 6)",exiting,0
223.0,45,45,"(18, 2)",exiting,0
223.0,46,46,"(27, 6)",exiting,0
223.0,48,48,"(20, 6)",exiting,0
223.0,49,49,"(16, 3)",shopping,1
223.0,50,50,"(14, 5)",exiting,0
223.0,51,51,"(56, 4)",exiting,0
223.0,53,53,"(6, 8)",shopping,1
223.0,55,55,"(11, 3)",shopping,2
223.0,56,56,"(18, 5)",shopping,1
223.0,57,57,"(26, 5)",shopping,2
223.0,59,59,"(30, 6)",exiting,0
223.0,60,60,"(5, 6)",shopping,1
223.0,61,61,"(8, 6)",shopping,2
223.0,62,62,"(28, 4)",exiting,0
223.0,63,63,"(22, 4)",exiting,0
223.0,64,64,"(3, 6)",shopping,1
223.0,66,66,"(7, 8)",shopping,1
223.0,67,67,"(26, 4)",shopping,1
223.0,68,68,"(27, 5)",shopping,1
223.0,69,69,"(10, 5)",shopping,1
223.0,70,70,"(26, 6)",exiting,0
223.0,71,71,"(5, 3)",shopping,1
223.0,72,72,"(27, 3)",shopping,1
223.0,73,73,"(19, 6)",shopping,2
223.0,74,74,"(29, 3)",shopping,2
223.0,76,76,"(24, 3)",shopping,1
223.0,77,77,"(9, 2)",shopping,1
223.0,78,78,"(8, 7)",shopping,2
223.0,79,79,"(14, 6)",shopping,1
223.0,80,80,"(11, 6)",shopping,2
223.0,81,81,"(1, 7)",shopping,1
223.0,82,82,"(11, 4)",exiting,0
223.0,83,83,"(2, 3)",shopping,1
223.0,84,84,"(3, 7)",shopping,1
223.0,85,85,"(55, 3)",shopping,1
223.0,86,86,"(58, 7)",shopping,2
223.0,87,87,"(2, 1)",shopping,1
223.0,88,88,"(29, 6)",dwelling,2
223.0,89,89,"(3, 5)",shopping,1
223.0,90,90,"(29, 4)",shopping,2
223.0,91,91,"(1, 8)",shopping,2
223.0,93,93,"(1, 1)",shopping,2
223.0,94,94,"(2, 6)",shopping,2
223.0,95,95,"(57, 5)",shopping,1
223.0,96,96,"(43, 3)",shopping,1
223.0,97,97,"(32, 5)",shopping,1
223.0,98,98,"(2, 5)",shopping,1
223.0,99,99,"(1, 2)",shopping,2
223.0,100,100,"(1, 5)",shopping,1
224.0,22,22,"(30, 5)",exiting,0
224.0,32,32,"(12, 6)",exiting,0
224.0,33,33,"(13, 3)",exiting,0
224.0,36,36,"(33, 5)",exiting,0
224.0,38,38,"(34, 7)",shopping,1
224.0,41,41,"(48, 2)",shopping,1
224.0,43,43,"(31, 6)",exiting,0
224.0,45,45,"(18, 2)",exiting,0
224.0,46,46,"(27, 6)",exiting,0
224.0,48,48,"(20, 6)",exiting,0
224.0,49,49,"(17, 3)",shopping,1
224.0,50,50,"(14, 4)",exiting,0
224.0,51,51,"(57, 4)",exiting,0
224.0,53,53,"(6, 8)",shopping,1
224.0,55,55,"(10, 3)",shopping,2
224.0,56,56,"(18, 5)",shopping,1
224.0,57,57,"(26, 5)",shopping,2
224.0,59,59,"(30, 6)",exiting,0
224.0,60,60,"(5, 6)",shopping,1
224.0,61,61,"(8, 6)",shopping,2
224.0,62,62,"(28, 4)",exiting,0
224.0,63,63,"(21, 4)",exiting,0
224.0,64,64,"(3, 6)",shopping,1
224.0,66,66,"(7, 8)",shopping,1
224.0,67,67,"(25, 4)",shopping,1
224.0,68,68,"(28, 5)",shopping,1
224.0,69,69,"(10, 5)",shopping,1
224.0,70,70,"(26, 6)",exiting,0
224.0,71,71,"(5, 3)",shopping,1
224.0,72,72,"(27, 3)",shopping,1
224.0,73,73,"(19, 7)",shopping,2
224.0,74,74,"(28, 3)",shopping,2
224.0,76,76,"(24, 3)",shopping,1
224.0,77,77,"(9, 2)",shopping,1
224.0,78,78,"(9, 7)",shopping,2
224.0,79,79,"(15, 6)",shopping,1
224.0,80,80,"(11, 6)",dwelling,2
224.0,81,81,"(1, 7)",shopping,1
224.0,82,82,"(10, 4)",exiting,0
224.0,83,83,"(2, 3)",shopping,1
224.0,84,84,"(3, 7)",shopping,1
224.0,85,85,"(55, 3)",shopping,1
224.0,86,86,"(58, 7)",shopping,2
224.0,87,87,"(2, 1)",shopping,1
224.0,88,88,"(29, 6)",shopping,1
224.0,89,89,"(3, 5)",shopping,1
224.0,90,90,"(29, 4)",shopping,2
224.0,91,91,"(1, 8)",shopping,2
224.0,93,93,"(1, 1)",shopping,2
224.0,94,94,"(2, 6)",shopping,2
224.0,95,95,"(57, 5)",shopping,1
224.0,96,96,"(44, 3)",shopping,1
224.0,97,97,"(31, 5)",shopping,1
224.0,98,98,"(2, 5)",shopping,1
224.0,99,99,"(1, 2)",shopping,2
224.0,100,100,"(1, 5)",shopping,1
225.0,22,22,"(30, 5)",exiting,0
225.0,32,32,"(12, 6)",exiting,0
225.0,33,33,"(13, 3)",exiting,0
225.0,36,36,"(33, 5)",exiting,0
225.0,38,38,"(34, 6)",shopping,1
225.0,41,41,"(48, 1)",shopping,1
225.0,43,43,"(31, 6)",exiting,0
225.0,45,45,"(18, 2)",exiting,0
225.0,46,46,"(27, 6)",exiting,0
225.0,48,48,"(20, 6)",exiting,0
225.0,49,49,"(18, 3)",shopping,1
225.0,50,50,"(14, 3)",exiting,0
225.0,53,53,"(6, 8)",shopping,1
225.0,55,55,"(10, 3)",shopping,2
225.0,56,56,"(18, 5)",shopping,1
225.0,57,57,"(27, 5)",shopping,2
225.0,59,59,"(30, 6)",exiting,0
225.0,60,60,"(5, 6)",shopping,1
225.0,61,61,"(8, 6)",shopping,2
225.0,62,62,"(28, 4)",exiting,0
225.0,63,63,"(20, 4)",exiting,0
225.0,64,64,"(3, 6)",shopping,1
225.0,66,66,"(7, 8)",shopping,1
225.0,67,67,"(25, 5)",shopping,1
225.0,68,68,"(29, 5)",shopping,1
225.0,69,69,"(10, 5)",shopping,1
225.0,70,70,"(26, 6)",exiting,0
225.0,71,71,"(5, 3)",shopping,1
225.0,72,72,"(27, 3)",shopping,1
225.0,73,73,"(19, 7)",shopping,2
225.0,74,74,"(28, 3)",shopping,2
225.0,76,76,"(23, 3)",shopping,1
225.0,77,77,"(9, 2)",shopping,1
225.0,78,78,"(9, 6)",shopping,2
225.0,79,79,"(16, 6)",shopping,1
225.0,80,80,"(11, 6)",dwelling,2
225.0,81,81,"(1, 7)",shopping,1
225.0,82,82,"(9, 4)",exiting,0
225.0,83,83,"(2, 3)",shopping,1
225.0,84,84,"(3, 7)",shopping,1
225.0,85,85,"(55, 3)",shopping,1
225.0,86,86,"(58, 7)",shopping,2
225.0,87,87,"(3, 1)",shopping,1
225.0,88,88,"(29, 6)",shopping,1
225.0,89,89,"(3, 5)",shopping,1
225.0,90,90,"(29, 3)",shopping,2
225.0,91,91,"(1, 8)",shopping,2
225.0,93,93,"(1, 1)",shopping,2
225.0,94,94,"(2, 7)",shopping,2
225.0,95,95,"(57, 5)",shopping,1
225.0,96,96,"(45, 3)",shopping,1
225.0,97,97,"(31, 5)",shopping,1
225.0,98,98,"(2, 5)",shopping,1
225.0,99,99,"(1, 2)",shopping,2
225.0,100,100,"(1, 5)",shopping,1
226.0,22,22,"(30, 5)",exiting,0
226.0,32,32,"(12, 6)",exiting,0
226.0,33,33,"(13, 3)",exiting,0
226.0,36,36,"(33, 5)",exiting,0
226.0,38,38,"(34, 6)",shopping,1
226.0,41,41,"(48, 1)",dwelling,1
226.0,43,43,"(32, 6)",exiting,0
226.0,45,45,"(18, 2)",exiting,0
226.0,46,46,"(27, 6)",exiting,0
226.0,48,48,"(20, 6)",exiting,0
226.0,49,49,"(19, 3)",shopping,1
226.0,50,50,"(14, 3)",exiting,0
226.0,53,53,"(6, 8)",shopping,1
226.0,55,55,"(10, 3)",shopping,2
226.0,56,56,"(18, 5)",shopping,1
226.0,57,57,"(27, 5)",shopping,2
226.0,59,59,"(30, 6)",exiting,0
226.0,60,60,"(5, 6)",shopping,1
226.0,61,61,"(8, 6)",shopping,2
226.0,62,62,"(28, 5)",exiting,0
226.0,63,63,"(19, 4)",exiting,0
226.0,64,64,"(3, 6)",shopping,1
226.0,66,66,"(7, 8)",shopping,1
226.0,67,67,"(25, 6)",shopping,1
226.0,68,68,"(29, 4)",shopping,1
226.0,69,69,"(10, 5)",shopping,1
226.0,70,70,"(26, 6)",exiting,0
226.0,71,71,"(5, 3)",shopping,1
226.0,72,72,"(27, 3)",shopping,1
226.0,73,73,"(19, 7)",shopping,2
226.0,74,74,"(28, 3)",shopping,2
226.0,76,76,"(23, 3)",shopping,1
226.0,77,77,"(9, 2)",shopping,1
226.0,78,78,"(10, 6)",shopping,2
226.0,79,79,"(16, 6)",dwelling,1
226.0,80,80,"(11, 6)",shopping,1
226.0,81,81,"(1, 7)",shopping,1
226.0,82,82,"(8, 4)",exiting,0
226.0,83,83,"(2, 3)",shopping,1
226.0,84,84,"(3, 7)",shopping,1
226.0,85,85,"(55, 3)",shopping,1
226.0,86,86,"(58, 7)",shopping,2
226.0,87,87,"(3, 1)",shopping,1
226.0,88,88,"(29, 6)",shopping,1
226.0,89,89,"(3, 5)",shopping,1
226.0,90,90,"(29, 3)",shopping,2
226.0,91,91,"(1, 8)",shopping,2
226.0,93,93,"(1, 1)",shopping,2
226.0,94,94,"(2, 8)",shopping,2
226.0,95,95,"(57, 5)",shopping,1
226.0,96,96,"(46, 3)",shopping,1
226.0,97,97,"(31, 5)",shopping,1
226.0,98,98,"(2, 5)",shopping,1
226.0,99,99,"(1, 2)",shopping,2
226.0,100,100,"(1, 5)",shopping,1
227.0,22,22,"(29, 5)",exiting,0
227.0,32,32,"(12, 6)",exiting,0
227.0,33,33,"(13, 3)",exiting,0
227.0,36,36,"(33, 5)",exiting,0
227.0,38,38,"(34, 6)",shopping,1
227.0,41,41,"(48, 1)",dwelling,1
227.0,43,43,"(32, 6)",exiting,0
227.0,45,45,"(18, 2)",exiting,0
227.0,46,46,"(27, 6)",exiting,0
227.0,48,48,"(20, 6)",exiting,0
227.0,49,49,"(20, 3)",shopping,1
227.0,50,50,"(14, 3)",exiting,0
227.0,53,53,"(6, 8)",shopping,1
227.0,55,55,"(10, 3)",shopping,2
227.0,56,56,"(18, 5)",shopping,1
227.0,57,57,"(27, 5)",shopping,2
227.0,59,59,"(30, 6)",exiting,0
227.0,60,60,"(5, 6)",shopping,1
227.0,61,61,"(8, 6)",shopping,2
227.0,62,62,"(28, 5)",exiting,0
227.0,63,63,"(18, 4)",exiting,0
227.0,64,64,"(3, 6)",shopping,1
227.0,66,66,"(7, 8)",shopping,1
227.0,67,67,"(24, 6)",shopping,1
227.0,68,68,"(30, 4)",shopping,1
227.0,69,69,"(11, 5)",shopping,1
227.0,70,70,"(26, 6)",exiting,0
227.0,71,71,"(5, 3)",shopping,1
227.0,72,72,"(27, 3)",shopping,1
227.0,73,73,"(19, 7)",shopping,2
227.0,74,74,"(28, 3)",shopping,2
227.0,76,76,"(23, 3)",shopping,1
227.0,77,77,"(9, 2)",shopping,1
227.0,78,78,"(9, 6)",shopping,2
227.0,79,79,"(16, 6)",dwelling,1
227.0,80,80,"(11, 6)",shopping,1
227.0,81,81,"(1, 7)",shopping,1
227.0,82,82,"(7, 4)",exiting,0
227.0,83,83,"(2, 3)",shopping,1
227.0,84,84,"(3, 7)",shopping,1
227.0,85,85,"(55, 3)",shopping,1
227.0,86,86,"(58, 7)",shopping,2
227.0,87,87,"(3, 1)",shopping,1
227.0,88,88,"(29, 6)",shopping,1
227.0,89,89,"(3, 5)",shopping,1
227.0,90,90,"(29, 3)",shopping,2
227.0,91,91,"(1, 8)",shopping,2
227.0,93,93,"(2, 1)",shopping,2
227.0,94,94,"(3, 8)",shopping,2
227.0,95,95,"(57, 5)",shopping,1
227.0,96,96,"(47, 3)",shopping,1
227.0,97,97,"(31, 5)",shopping,1
227.0,98,98,"(2, 4)",shopping,1
227.0,99,99,"(1, 2)",shopping,2
227.0,100,100,"(1, 5)",shopping,1
228.0,22,22,"(29, 4)",exiting,0
228.0,32,32,"(13, 6)",exiting,0
228.0,33,33,"(13, 3)",exiting,0
228.0,36,36,"(33, 5)",exiting,0
228.0,38,38,"(34, 6)",shopping,1
228.0,41,41,"(48, 1)",shopping,0
228.0,43,43,"(32, 6)",exiting,0
228.0,45,45,"(18, 2)",exiting,0
228.0,46,46,"(28, 6)",exiting,0
228.0,48,48,"(20, 6)",exiting,0
228.0,49,49,"(21, 3)",shopping,1
228.0,50,50,"(14, 3)",exiting,0
228.0,53,53,"(6, 8)",shopping,1
228.0,55,55,"(10, 3)",shopping,2
228.0,56,56,"(18, 5)",shopping,1
228.0,57,57,"(27, 5)",shopping,2
228.0,59,59,"(30, 6)",exiting,0
228.0,60,60,"(5, 6)",shopping,1
228.0,61,61,"(8, 5)",shopping,2
228.0,62,62,"(28, 5)",exiting,0
228.0,63,63,"(17, 4)",exiting,0
228.0,64,64,"(3, 6)",shopping,1
228.0,66,66,"(7, 7)",shopping,1
228.0,67,67,"(23, 6)",shopping,1
228.0,68,68,"(31, 4)",shopping,1
228.0,69,69,"(12, 5)",shopping,1
228.0,70,70,"(26, 6)",exiting,0
228.0,71,71,"(5, 3)",shopping,1
228.0,72,72,"(27, 3)",shopping,1
228.0,73,73,"(19, 7)",shopping,2
228.0,74,74,"(28, 3)",shopping,2
228.0,76,76,"(23, 3)",shopping,1
228.0,77,77,"(9, 2)",shopping,1
228.0,78,78,"(9, 5)",shopping,2
228.0,79,79,"(16, 6)",shopping,0
228.0,80,80,"(11, 6)",shopping,1
228.0,81,81,"(1, 7)",shopping,1
228.0,82,82,"(6, 4)",exiting,0
228.0,83,83,"(2, 3)",shopping,1
228.0,84,84,"(3, 7)",shopping,1
228.0,85,85,"(55, 3)",shopping,1
228.0,86,86,"(58, 7)",shopping,2
228.0,87,87,"(3, 1)",shopping,1
228.0,88,88,"(29, 6)",shopping,1
228.0,89,89,"(3, 5)",shopping,1
228.0,90,90,"(29, 3)",shopping,2
228.0,91,91,"(1, 8)",shopping,2
228.0,93,93,"(2, 1)",shopping,2
228.0,94,94,"(4, 8)",shopping,2
228.0,95,95,"(57, 5)",shopping,1
228.0,96,96,"(48, 3)",shopping,1
228.0,97,97,"(31, 5)",shopping,1
228.0,98,98,"(2, 4)",shopping,1
228.0,99,99,"(1, 2)",shopping,2
228.0,100,100,"(1, 5)",shopping,1
229.0,22,22,"(28, 4)",exiting,0
229.0,32,32,"(13, 5)",exiting,0
