Step,AgentID,agent_id,position,state,products_remaining
148.0,47,47,"(12, 5)",shopping,1
148.0,48,48,"(21, 3)",shopping,1
148.0,49,49,"(13, 6)",shopping,1
148.0,50,50,"(31, 3)",shopping,1
148.0,51,51,"(18, 5)",shopping,2
148.0,52,52,"(33, 4)",shopping,1
148.0,53,53,"(5, 5)",shopping,1
148.0,54,54,"(15, 3)",shopping,1
148.0,55,55,"(12, 6)",shopping,2
148.0,56,56,"(17, 4)",shopping,1
148.0,57,57,"(10, 5)",shopping,2
148.0,58,58,"(40, 3)",exiting,0
148.0,59,59,"(30, 5)",shopping,2
148.0,60,60,"(1, 2)",shopping,1
148.0,61,61,"(11, 6)",shopping,2
148.0,62,62,"(36, 7)",shopping,1
148.0,63,63,"(10, 3)",shopping,2
148.0,64,64,"(2, 5)",shopping,1
148.0,65,65,"(9, 1)",shopping,1
148.0,66,66,"(6, 3)",shopping,1
148.0,67,67,"(53, 4)",shopping,2
148.0,68,68,"(9, 5)",shopping,1
148.0,69,69,"(5, 6)",shopping,1
148.0,70,70,"(8, 6)",shopping,2
148.0,71,71,"(2, 4)",shopping,1
148.0,72,72,"(1, 4)",shopping,2
148.0,73,73,"(1, 5)",shopping,2
148.0,74,74,"(57, 4)",shopping,2
149.0,21,21,"(52, 5)",exiting,0
149.0,22,22,"(31, 6)",exiting,0
149.0,25,25,"(8, 3)",exiting,0
149.0,26,26,"(3, 4)",exiting,0
149.0,27,27,"(48, 1)",shopping,0
149.0,29,29,"(57, 2)",exiting,0
149.0,30,30,"(52, 1)",exiting,0
149.0,32,32,"(19, 5)",exiting,0
149.0,33,33,"(29, 4)",exiting,0
149.0,35,35,"(28, 4)",shopping,1
149.0,36,36,"(29, 6)",exiting,0
149.0,37,37,"(40, 4)",shopping,1
149.0,38,38,"(37, 6)",shopping,1
149.0,39,39,"(48, 4)",exiting,0
149.0,40,40,"(29, 5)",shopping,2
149.0,41,41,"(20, 1)",shopping,1
149.0,42,42,"(30, 3)",shopping,1
149.0,43,43,"(30, 6)",exiting,0
149.0,44,44,"(36, 2)",shopping,2
149.0,45,45,"(33, 1)",shopping,1
149.0,46,46,"(28, 6)",shopping,2
149.0,47,47,"(12, 5)",shopping,1
149.0,48,48,"(21, 3)",shopping,1
149.0,49,49,"(13, 6)",shopping,1
149.0,50,50,"(31, 3)",shopping,1
149.0,51,51,"(18, 4)",shopping,2
149.0,52,52,"(34, 4)",shopping,1
149.0,53,53,"(5, 5)",shopping,1
149.0,54,54,"(15, 4)",shopping,1
149.0,55,55,"(12, 6)",shopping,2
149.0,56,56,"(17, 4)",shopping,1
149.0,57,57,"(11, 5)",shopping,2
149.0,58,58,"(41, 3)",exiting,0
149.0,59,59,"(30, 4)",shopping,2
149.0,60,60,"(1, 2)",shopping,1
149.0,61,61,"(11, 6)",shopping,2
149.0,62,62,"(35, 7)",shopping,1
149.0,63,63,"(11, 3)",shopping,2
149.0,64,64,"(2, 5)",shopping,1
149.0,65,65,"(8, 1)",shopping,1
149.0,66,66,"(6, 4)",shopping,1
149.0,67,67,"(52, 4)",shopping,2
149.0,68,68,"(9, 5)",shopping,1
149.0,69,69,"(6, 6)",shopping,1
149.0,70,70,"(9, 6)",shopping,2
149.0,71,71,"(2, 4)",shopping,1
149.0,72,72,"(1, 4)",shopping,2
149.0,73,73,"(1, 5)",shopping,2
149.0,74,74,"(57, 4)",shopping,2
150.0,21,21,"(53, 5)",exiting,0
150.0,22,22,"(31, 6)",exiting,0
150.0,25,25,"(7, 3)",exiting,0
150.0,26,26,"(3, 4)",exiting,0
150.0,27,27,"(48, 1)",exiting,0
150.0,29,29,"(57, 3)",exiting,0
150.0,30,30,"(53, 1)",exiting,0
150.0,32,32,"(18, 5)",exiting,0
150.0,33,33,"(29, 3)",exiting,0
150.0,35,35,"(28, 4)",shopping,1
150.0,36,36,"(29, 6)",exiting,0
150.0,37,37,"(41, 4)",shopping,1
150.0,38,38,"(36, 6)",shopping,1
150.0,39,39,"(48, 5)",exiting,0
150.0,40,40,"(29, 5)",shopping,2
150.0,41,41,"(20, 1)",shopping,1
150.0,42,42,"(31, 3)",shopping,1
150.0,43,43,"(30, 6)",exiting,0
150.0,44,44,"(37, 2)",shopping,2
150.0,45,45,"(33, 1)",shopping,1
150.0,46,46,"(28, 6)",shopping,2
150.0,47,47,"(12, 4)",shopping,1
150.0,48,48,"(22, 3)",shopping,1
150.0,49,49,"(13, 6)",shopping,1
150.0,50,50,"(31, 4)",shopping,1
150.0,51,51,"(18, 3)",shopping,2
150.0,52,52,"(35, 4)",shopping,1
150.0,53,53,"(5, 6)",shopping,1
150.0,54,54,"(16, 4)",shopping,1
150.0,55,55,"(12, 6)",shopping,2
150.0,56,56,"(17, 4)",shopping,1
150.0,57,57,"(11, 4)",shopping,2
150.0,58,58,"(42, 3)",exiting,0
150.0,59,59,"(29, 4)",shopping,2
150.0,60,60,"(1, 2)",shopping,1
150.0,61,61,"(11, 6)",shopping,2
150.0,62,62,"(34, 7)",shopping,1
150.0,63,63,"(12, 3)",shopping,2
150.0,64,64,"(2, 5)",shopping,1
150.0,65,65,"(8, 2)",shopping,1
150.0,66,66,"(6, 5)",shopping,1
150.0,67,67,"(51, 4)",shopping,2
150.0,68,68,"(9, 5)",shopping,1
150.0,69,69,"(6, 7)",shopping,1
150.0,70,70,"(10, 6)",shopping,2
150.0,71,71,"(2, 4)",shopping,1
150.0,72,72,"(1, 3)",shopping,2
150.0,73,73,"(1, 5)",shopping,2
150.0,74,74,"(57, 4)",shopping,2
150.0,75,75,"(57, 5)",shopping,1
151.0,21,21,"(54, 5)",exiting,0
151.0,22,22,"(31, 6)",exiting,0
151.0,25,25,"(6, 3)",exiting,0
151.0,26,26,"(3, 4)",exiting,0
151.0,27,27,"(49, 1)",exiting,0
151.0,29,29,"(57, 3)",exiting,0
151.0,30,30,"(54, 1)",exiting,0
151.0,32,32,"(18, 6)",exiting,0
151.0,33,33,"(29, 3)",exiting,0
151.0,35,35,"(28, 4)",shopping,1
151.0,36,36,"(29, 6)",exiting,0
151.0,37,37,"(42, 4)",shopping,1
151.0,38,38,"(35, 6)",shopping,1
151.0,39,39,"(49, 5)",exiting,0
151.0,40,40,"(29, 5)",shopping,2
151.0,41,41,"(20, 1)",shopping,1
151.0,42,42,"(32, 3)",shopping,1
151.0,43,43,"(30, 6)",exiting,0
151.0,44,44,"(38, 2)",shopping,2
151.0,45,45,"(33, 1)",shopping,1
151.0,46,46,"(28, 6)",shopping,2
151.0,47,47,"(11, 4)",shopping,1
151.0,48,48,"(23, 3)",shopping,1
151.0,49,49,"(13, 6)",shopping,1
151.0,50,50,"(31, 4)",shopping,1
151.0,51,51,"(18, 2)",shopping,2
151.0,52,52,"(36, 4)",shopping,1
151.0,53,53,"(5, 6)",shopping,1
151.0,54,54,"(17, 4)",shopping,1
151.0,55,55,"(12, 5)",shopping,2
151.0,56,56,"(17, 5)",shopping,1
151.0,57,57,"(11, 5)",shopping,2
151.0,58,58,"(43, 3)",exiting,0
151.0,59,59,"(29, 4)",shopping,2
151.0,60,60,"(1, 1)",shopping,1
151.0,61,61,"(11, 6)",shopping,2
151.0,62,62,"(33, 7)",shopping,1
151.0,63,63,"(13, 3)",shopping,2
151.0,64,64,"(2, 6)",shopping,1
151.0,65,65,"(8, 3)",shopping,1
151.0,66,66,"(6, 6)",shopping,1
151.0,67,67,"(50, 4)",shopping,2
151.0,68,68,"(9, 5)",shopping,1
151.0,69,69,"(7, 7)",shopping,1
151.0,70,70,"(10, 5)",shopping,2
151.0,71,71,"(2, 4)",shopping,1
151.0,72,72,"(2, 3)",shopping,2
151.0,73,73,"(1, 5)",shopping,2
151.0,74,74,"(57, 4)",shopping,2
151.0,75,75,"(56, 5)",shopping,1
152.0,21,21,"(54, 4)",exiting,0
152.0,22,22,"(31, 6)",exiting,0
152.0,25,25,"(5, 3)",exiting,0
152.0,26,26,"(3, 4)",exiting,0
152.0,27,27,"(50, 1)",exiting,0
152.0,29,29,"(56, 3)",exiting,0
152.0,30,30,"(54, 2)",exiting,0
152.0,32,32,"(17, 6)",exiting,0
152.0,33,33,"(29, 3)",exiting,0
152.0,35,35,"(28, 4)",shopping,1
152.0,36,36,"(29, 6)",exiting,0
152.0,37,37,"(43, 4)",shopping,1
152.0,38,38,"(34, 6)",shopping,1
152.0,39,39,"(50, 5)",exiting,0
152.0,40,40,"(29, 5)",shopping,2
152.0,41,41,"(20, 1)",shopping,1
152.0,42,42,"(32, 4)",shopping,1
152.0,43,43,"(30, 6)",exiting,0
152.0,44,44,"(39, 2)",shopping,2
152.0,45,45,"(33, 1)",shopping,1
152.0,46,46,"(28, 6)",shopping,2
152.0,47,47,"(11, 3)",shopping,1
152.0,48,48,"(24, 3)",shopping,1
152.0,49,49,"(13, 6)",shopping,1
152.0,50,50,"(31, 4)",shopping,1
152.0,51,51,"(18, 1)",shopping,2
152.0,52,52,"(37, 4)",shopping,1
152.0,53,53,"(5, 6)",shopping,1
152.0,54,54,"(18, 4)",shopping,1
152.0,55,55,"(12, 5)",shopping,2
152.0,56,56,"(17, 5)",shopping,1
152.0,57,57,"(11, 5)",shopping,2
152.0,58,58,"(44, 3)",exiting,0
152.0,59,59,"(29, 4)",shopping,2
152.0,60,60,"(1, 1)",shopping,1
152.0,61,61,"(11, 6)",shopping,2
152.0,62,62,"(33, 6)",shopping,1
152.0,63,63,"(14, 3)",shopping,2
152.0,64,64,"(2, 6)",shopping,1
152.0,65,65,"(8, 4)",shopping,1
152.0,66,66,"(6, 7)",shopping,1
152.0,67,67,"(49, 4)",shopping,2
152.0,68,68,"(9, 5)",shopping,1
152.0,69,69,"(8, 7)",shopping,1
152.0,70,70,"(10, 4)",shopping,2
152.0,71,71,"(2, 4)",shopping,1
152.0,72,72,"(3, 3)",shopping,2
152.0,73,73,"(2, 5)",shopping,2
152.0,74,74,"(57, 4)",shopping,2
152.0,75,75,"(55, 5)",shopping,1
152.0,76,76,"(1, 4)",shopping,2
153.0,21,21,"(55, 4)",exiting,0
153.0,22,22,"(32, 6)",exiting,0
153.0,25,25,"(4, 3)",exiting,0
153.0,26,26,"(3, 4)",exiting,0
153.0,27,27,"(51, 1)",exiting,0
153.0,29,29,"(57, 3)",exiting,0
153.0,30,30,"(55, 2)",exiting,0
153.0,32,32,"(16, 6)",exiting,0
153.0,33,33,"(29, 3)",exiting,0
153.0,35,35,"(28, 4)",shopping,1
153.0,36,36,"(29, 6)",exiting,0
153.0,37,37,"(44, 4)",shopping,1
153.0,38,38,"(34, 6)",shopping,1
153.0,39,39,"(51, 5)",exiting,0
153.0,40,40,"(29, 5)",shopping,2
153.0,41,41,"(20, 1)",shopping,1
153.0,42,42,"(33, 4)",shopping,1
153.0,43,43,"(30, 6)",exiting,0
153.0,44,44,"(39, 1)",shopping,2
153.0,45,45,"(33, 1)",shopping,1
153.0,46,46,"(28, 6)",shopping,2
153.0,47,47,"(10, 3)",shopping,1
153.0,48,48,"(25, 3)",shopping,1
153.0,49,49,"(13, 6)",shopping,1
153.0,50,50,"(31, 4)",shopping,1
153.0,51,51,"(18, 1)",dwelling,2
153.0,52,52,"(38, 4)",shopping,1
153.0,53,53,"(5, 6)",shopping,1
153.0,54,54,"(19, 4)",shopping,1
153.0,55,55,"(12, 5)",shopping,2
153.0,56,56,"(17, 5)",shopping,1
153.0,57,57,"(10, 5)",shopping,2
153.0,58,58,"(45, 3)",exiting,0
153.0,59,59,"(29, 4)",shopping,2
153.0,60,60,"(1, 1)",shopping,1
153.0,61,61,"(11, 6)",shopping,2
153.0,62,62,"(33, 6)",shopping,1
153.0,63,63,"(15, 3)",shopping,2
153.0,64,64,"(2, 6)",shopping,1
153.0,65,65,"(9, 4)",shopping,1
153.0,66,66,"(7, 7)",shopping,1
153.0,67,67,"(48, 4)",shopping,2
153.0,68,68,"(9, 5)",shopping,1
153.0,69,69,"(9, 7)",shopping,1
153.0,70,70,"(11, 4)",shopping,2
153.0,71,71,"(2, 3)",shopping,1
153.0,72,72,"(3, 3)",shopping,2
153.0,73,73,"(3, 5)",shopping,2
153.0,74,74,"(57, 4)",shopping,2
153.0,75,75,"(54, 5)",shopping,1
153.0,76,76,"(1, 4)",shopping,2
154.0,21,21,"(56, 4)",exiting,0
154.0,22,22,"(32, 6)",exiting,0
154.0,25,25,"(4, 3)",exiting,0
154.0,26,26,"(2, 4)",exiting,0
154.0,27,27,"(52, 1)",exiting,0
154.0,29,29,"(57, 3)",exiting,0
154.0,30,30,"(56, 2)",exiting,0
154.0,32,32,"(15, 6)",exiting,0
154.0,33,33,"(29, 3)",exiting,0
154.0,35,35,"(28, 4)",shopping,1
154.0,36,36,"(29, 6)",exiting,0
154.0,37,37,"(45, 4)",shopping,1
154.0,38,38,"(34, 6)",shopping,1
154.0,39,39,"(52, 5)",exiting,0
154.0,40,40,"(28, 5)",shopping,2
154.0,41,41,"(20, 1)",shopping,1
154.0,42,42,"(34, 4)",shopping,1
154.0,43,43,"(31, 6)",exiting,0
154.0,44,44,"(39, 1)",dwelling,2
154.0,45,45,"(34, 1)",shopping,1
154.0,46,46,"(28, 6)",shopping,2
154.0,47,47,"(9, 3)",shopping,1
154.0,48,48,"(26, 3)",shopping,1
154.0,49,49,"(14, 6)",shopping,1
154.0,50,50,"(31, 4)",shopping,1
154.0,51,51,"(18, 1)",dwelling,2
154.0,52,52,"(39, 4)",shopping,1
154.0,53,53,"(5, 6)",shopping,1
154.0,54,54,"(20, 4)",shopping,1
154.0,55,55,"(12, 5)",shopping,2
154.0,56,56,"(17, 5)",shopping,1
154.0,57,57,"(10, 5)",shopping,2
154.0,58,58,"(46, 3)",exiting,0
154.0,59,59,"(29, 4)",shopping,2
154.0,60,60,"(1, 1)",shopping,1
154.0,61,61,"(11, 6)",shopping,2
154.0,62,62,"(33, 6)",shopping,1
154.0,63,63,"(15, 4)",shopping,2
154.0,64,64,"(2, 6)",shopping,1
154.0,65,65,"(10, 4)",shopping,1
154.0,66,66,"(8, 7)",shopping,1
154.0,67,67,"(47, 4)",shopping,2
154.0,68,68,"(9, 5)",shopping,1
154.0,69,69,"(9, 6)",shopping,1
154.0,70,70,"(12, 4)",shopping,2
154.0,71,71,"(2, 3)",shopping,1
154.0,72,72,"(3, 3)",shopping,2
154.0,73,73,"(4, 5)",shopping,2
154.0,74,74,"(57, 5)",shopping,2
154.0,75,75,"(54, 6)",shopping,1
154.0,76,76,"(1, 4)",shopping,2
154.0,77,77,"(1, 5)",shopping,2
155.0,21,21,"(56, 4)",exiting,0
155.0,22,22,"(32, 6)",exiting,0
155.0,25,25,"(4, 3)",exiting,0
155.0,27,27,"(52, 2)",exiting,0
155.0,29,29,"(57, 4)",exiting,0
155.0,30,30,"(57, 2)",exiting,0
155.0,32,32,"(16, 6)",exiting,0
155.0,33,33,"(29, 3)",exiting,0
155.0,35,35,"(28, 4)",shopping,1
155.0,36,36,"(29, 6)",exiting,0
155.0,37,37,"(45, 5)",shopping,1
155.0,38,38,"(34, 5)",shopping,1
155.0,39,39,"(53, 5)",exiting,0
155.0,40,40,"(29, 5)",shopping,2
155.0,41,41,"(20, 1)",shopping,1
155.0,42,42,"(35, 4)",shopping,1
155.0,43,43,"(31, 6)",exiting,0
155.0,44,44,"(39, 1)",dwelling,2
155.0,45,45,"(34, 1)",shopping,1
155.0,46,46,"(28, 6)",shopping,2
155.0,47,47,"(8, 3)",shopping,1
155.0,48,48,"(27, 3)",shopping,1
155.0,49,49,"(14, 6)",shopping,1
155.0,50,50,"(31, 4)",shopping,1
155.0,51,51,"(18, 1)",shopping,1
155.0,52,52,"(40, 4)",shopping,1
155.0,53,53,"(5, 6)",shopping,1
155.0,54,54,"(21, 4)",shopping,1
155.0,55,55,"(12, 5)",shopping,2
155.0,56,56,"(17, 5)",shopping,1
155.0,57,57,"(10, 5)",shopping,2
155.0,58,58,"(47, 3)",exiting,0
155.0,59,59,"(29, 4)",shopping,2
155.0,60,60,"(1, 1)",shopping,1
155.0,61,61,"(11, 6)",shopping,2
155.0,62,62,"(33, 6)",shopping,1
155.0,63,63,"(15, 5)",shopping,2
155.0,64,64,"(2, 6)",shopping,1
155.0,65,65,"(11, 4)",shopping,1
155.0,66,66,"(8, 6)",shopping,1
155.0,67,67,"(46, 4)",shopping,2
155.0,68,68,"(9, 5)",shopping,1
155.0,69,69,"(9, 7)",shopping,1
155.0,70,70,"(13, 4)",shopping,2
155.0,71,71,"(2, 3)",shopping,1
155.0,72,72,"(3, 3)",shopping,2
155.0,73,73,"(5, 5)",shopping,2
155.0,74,74,"(56, 5)",shopping,2
155.0,75,75,"(53, 6)",shopping,1
155.0,76,76,"(1, 4)",shopping,2
155.0,77,77,"(2, 5)",shopping,2
156.0,21,21,"(57, 4)",exiting,0
156.0,22,22,"(32, 6)",exiting,0
156.0,25,25,"(4, 3)",exiting,0
156.0,27,27,"(53, 2)",exiting,0
156.0,30,30,"(57, 3)",exiting,0
156.0,32,32,"(16, 5)",exiting,0
156.0,33,33,"(29, 3)",exiting,0
156.0,35,35,"(28, 5)",shopping,1
156.0,36,36,"(29, 6)",exiting,0
156.0,37,37,"(46, 5)",shopping,1
156.0,38,38,"(34, 5)",shopping,1
156.0,39,39,"(54, 5)",exiting,0
156.0,40,40,"(29, 5)",shopping,2
156.0,41,41,"(20, 1)",shopping,1
156.0,42,42,"(36, 4)",shopping,1
156.0,43,43,"(31, 6)",exiting,0
156.0,44,44,"(39, 1)",shopping,1
156.0,45,45,"(34, 1)",shopping,1
156.0,46,46,"(28, 6)",shopping,2
156.0,47,47,"(7, 3)",shopping,1
156.0,48,48,"(27, 4)",shopping,1
156.0,49,49,"(14, 6)",shopping,1
156.0,50,50,"(31, 4)",shopping,1
156.0,51,51,"(18, 1)",shopping,1
156.0,52,52,"(41, 4)",shopping,1
156.0,53,53,"(5, 6)",shopping,1
156.0,54,54,"(22, 4)",shopping,1
156.0,55,55,"(12, 5)",shopping,2
156.0,56,56,"(17, 5)",shopping,1
156.0,57,57,"(10, 5)",shopping,2
156.0,58,58,"(48, 3)",exiting,0
156.0,59,59,"(29, 4)",shopping,2
156.0,60,60,"(1, 1)",shopping,1
156.0,61,61,"(10, 6)",shopping,2
156.0,62,62,"(33, 6)",shopping,1
156.0,63,63,"(15, 6)",shopping,2
156.0,64,64,"(2, 6)",shopping,1
156.0,65,65,"(11, 5)",shopping,1
156.0,66,66,"(8, 5)",shopping,1
156.0,67,67,"(45, 4)",shopping,2
156.0,68,68,"(9, 4)",shopping,1
156.0,69,69,"(8, 7)",shopping,1
156.0,70,70,"(14, 4)",shopping,2
156.0,71,71,"(2, 3)",shopping,1
156.0,72,72,"(3, 3)",shopping,2
156.0,73,73,"(6, 5)",shopping,2
156.0,74,74,"(55, 5)",shopping,2
156.0,75,75,"(52, 6)",shopping,1
156.0,76,76,"(1, 4)",shopping,2
156.0,77,77,"(3, 5)",shopping,2
156.0,78,78,"(1, 5)",shopping,2
157.0,22,22,"(32, 6)",exiting,0
157.0,25,25,"(4, 3)",exiting,0
157.0,27,27,"(54, 2)",exiting,0
157.0,30,30,"(57, 4)",exiting,0
157.0,32,32,"(16, 4)",exiting,0
157.0,33,33,"(29, 3)",exiting,0
157.0,35,35,"(28, 5)",shopping,1
157.0,36,36,"(29, 6)",exiting,0
157.0,37,37,"(47, 5)",shopping,1
157.0,38,38,"(34, 5)",shopping,1
157.0,39,39,"(55, 5)",exiting,0
157.0,40,40,"(29, 5)",shopping,2
157.0,41,41,"(19, 1)",shopping,1
157.0,42,42,"(37, 4)",shopping,1
157.0,43,43,"(31, 6)",exiting,0
157.0,44,44,"(38, 1)",shopping,1
157.0,45,45,"(34, 1)",shopping,1
157.0,46,46,"(28, 6)",shopping,2
157.0,47,47,"(7, 4)",shopping,1
157.0,48,48,"(27, 5)",shopping,1
157.0,49,49,"(14, 6)",shopping,1
157.0,50,50,"(31, 4)",shopping,1
157.0,51,51,"(18, 1)",shopping,1
157.0,52,52,"(42, 4)",shopping,1
157.0,53,53,"(5, 6)",shopping,1
157.0,54,54,"(23, 4)",shopping,1
157.0,55,55,"(12, 5)",shopping,2
157.0,56,56,"(17, 5)",shopping,1
157.0,57,57,"(11, 5)",shopping,2
157.0,58,58,"(49, 3)",exiting,0
157.0,59,59,"(29, 4)",shopping,2
157.0,60,60,"(1, 1)",shopping,1
157.0,61,61,"(10, 6)",shopping,2
157.0,62,62,"(33, 6)",shopping,1
157.0,63,63,"(16, 6)",shopping,2
157.0,64,64,"(2, 6)",shopping,1
157.0,65,65,"(11, 6)",shopping,1
157.0,66,66,"(9, 5)",shopping,1
157.0,67,67,"(45, 5)",shopping,2
157.0,68,68,"(9, 4)",shopping,1
157.0,69,69,"(7, 7)",shopping,1
157.0,70,70,"(15, 4)",shopping,2
157.0,71,71,"(2, 3)",shopping,1
157.0,72,72,"(3, 3)",shopping,2
157.0,73,73,"(7, 5)",shopping,2
157.0,74,74,"(55, 4)",shopping,2
157.0,75,75,"(51, 6)",shopping,1
157.0,76,76,"(1, 4)",shopping,2
157.0,77,77,"(3, 4)",shopping,2
157.0,78,78,"(2, 5)",shopping,2
158.0,22,22,"(32, 6)",exiting,0
158.0,25,25,"(5, 3)",exiting,0
158.0,27,27,"(55, 2)",exiting,0
158.0,32,32,"(16, 4)",exiting,0
158.0,33,33,"(28, 3)",exiting,0
158.0,35,35,"(28, 5)",shopping,1
158.0,36,36,"(29, 6)",exiting,0
158.0,37,37,"(48, 5)",shopping,1
158.0,38,38,"(34, 5)",shopping,1
158.0,39,39,"(56, 5)",exiting,0
158.0,40,40,"(29, 5)",shopping,2
158.0,41,41,"(19, 1)",shopping,1
158.0,42,42,"(37, 5)",shopping,1
158.0,43,43,"(31, 6)",exiting,0
158.0,44,44,"(37, 1)",shopping,1
158.0,45,45,"(34, 1)",shopping,1
158.0,46,46,"(28, 6)",shopping,2
158.0,47,47,"(8, 4)",shopping,1
158.0,48,48,"(27, 6)",shopping,1
158.0,49,49,"(14, 6)",shopping,1
158.0,50,50,"(31, 4)",shopping,1
158.0,51,51,"(18, 1)",shopping,1
158.0,52,52,"(43, 4)",shopping,1
158.0,53,53,"(5, 6)",shopping,1
158.0,54,54,"(23, 5)",shopping,1
158.0,55,55,"(12, 5)",shopping,2
158.0,56,56,"(17, 5)",shopping,1
158.0,57,57,"(11, 4)",shopping,2
158.0,58,58,"(50, 3)",exiting,0
158.0,59,59,"(29, 4)",shopping,2
158.0,60,60,"(1, 1)",shopping,1
158.0,61,61,"(10, 6)",shopping,2
158.0,62,62,"(33, 6)",shopping,1
158.0,63,63,"(17, 6)",shopping,2
158.0,64,64,"(2, 6)",shopping,1
158.0,65,65,"(11, 6)",dwelling,1
158.0,66,66,"(9, 6)",shopping,1
158.0,67,67,"(44, 5)",shopping,2
158.0,68,68,"(9, 4)",shopping,1
158.0,69,69,"(7, 6)",shopping,1
158.0,70,70,"(15, 5)",shopping,2
158.0,71,71,"(2, 3)",shopping,1
158.0,72,72,"(4, 3)",shopping,2
158.0,73,73,"(7, 4)",shopping,2
158.0,74,74,"(54, 4)",shopping,2
158.0,75,75,"(50, 6)",shopping,1
158.0,76,76,"(1, 3)",shopping,2
158.0,77,77,"(4, 4)",shopping,2
158.0,78,78,"(3, 5)",shopping,2
158.0,79,79,"(1, 5)",shopping,1
159.0,22,22,"(32, 6)",exiting,0
159.0,25,25,"(4, 3)",exiting,0
159.0,27,27,"(56, 2)",exiting,0
159.0,32,32,"(16, 4)",exiting,0
159.0,33,33,"(27, 3)",exiting,0
159.0,35,35,"(28, 5)",shopping,1
159.0,36,36,"(30, 6)",exiting,0
159.0,37,37,"(48, 6)",shopping,1
159.0,38,38,"(34, 5)",shopping,1
159.0,39,39,"(57, 5)",exiting,0
159.0,40,40,"(29, 5)",shopping,2
159.0,41,41,"(19, 1)",shopping,1
159.0,42,42,"(38, 5)",shopping,1
159.0,43,43,"(31, 6)",exiting,0
159.0,44,44,"(36, 1)",shopping,1
159.0,45,45,"(34, 1)",shopping,1
159.0,46,46,"(28, 6)",shopping,2
159.0,47,47,"(8, 3)",shopping,1
159.0,48,48,"(26, 6)",shopping,1
159.0,49,49,"(14, 6)",shopping,1
159.0,50,50,"(31, 4)",shopping,1
159.0,51,51,"(18, 1)",shopping,1
159.0,52,52,"(44, 4)",shopping,1
159.0,53,53,"(5, 6)",shopping,1
159.0,54,54,"(24, 5)",shopping,1
159.0,55,55,"(12, 5)",shopping,2
159.0,56,56,"(17, 5)",shopping,1
159.0,57,57,"(12, 4)",shopping,2
159.0,58,58,"(51, 3)",exiting,0
159.0,59,59,"(29, 4)",shopping,2
159.0,60,60,"(1, 1)",shopping,1
159.0,61,61,"(10, 6)",shopping,2
159.0,62,62,"(33, 6)",shopping,1
159.0,63,63,"(18, 6)",shopping,2
159.0,64,64,"(2, 6)",shopping,1
159.0,65,65,"(11, 6)",dwelling,1
159.0,66,66,"(9, 6)",shopping,1
159.0,67,67,"(43, 5)",shopping,2
159.0,68,68,"(9, 4)",shopping,1
159.0,69,69,"(7, 5)",shopping,1
159.0,70,70,"(16, 5)",shopping,2
159.0,71,71,"(2, 3)",shopping,1
159.0,72,72,"(4, 2)",shopping,2
159.0,73,73,"(7, 3)",shopping,2
159.0,74,74,"(53, 4)",shopping,2
159.0,75,75,"(49, 6)",shopping,1
159.0,76,76,"(1, 2)",shopping,2
159.0,77,77,"(5, 4)",shopping,2
159.0,78,78,"(4, 5)",shopping,2
159.0,79,79,"(2, 5)",shopping,1
160.0,22,22,"(32, 6)",exiting,0
160.0,25,25,"(3, 3)",exiting,0
160.0,27,27,"(56, 3)",exiting,0
160.0,32,32,"(16, 4)",exiting,0
160.0,33,33,"(26, 3)",exiting,0
160.0,35,35,"(28, 5)",shopping,1
160.0,36,36,"(30, 6)",exiting,0
160.0,37,37,"(48, 7)",shopping,1
160.0,38,38,"(34, 5)",shopping,1
160.0,40,40,"(29, 6)",shopping,2
160.0,41,41,"(19, 1)",shopping,1
160.0,42,42,"(39, 5)",shopping,1
160.0,43,43,"(31, 5)",exiting,0
160.0,44,44,"(35, 1)",shopping,1
160.0,45,45,"(34, 1)",shopping,1
160.0,46,46,"(28, 6)",shopping,2
160.0,47,47,"(9, 3)",shopping,1
160.0,48,48,"(27, 6)",shopping,1
160.0,49,49,"(14, 6)",shopping,1
160.0,50,50,"(30, 4)",shopping,1
160.0,51,51,"(18, 1)",shopping,1
160.0,52,52,"(44, 5)",shopping,1
160.0,53,53,"(5, 7)",shopping,1
160.0,54,54,"(25, 5)",shopping,1
160.0,55,55,"(12, 5)",shopping,2
160.0,56,56,"(17, 5)",shopping,1
160.0,57,57,"(13, 4)",shopping,2
160.0,58,58,"(52, 3)",exiting,0
160.0,59,59,"(29, 5)",shopping,2
160.0,60,60,"(1, 1)",shopping,1
160.0,61,61,"(10, 6)",shopping,2
160.0,62,62,"(33, 6)",shopping,1
160.0,63,63,"(19, 6)",shopping,2
160.0,64,64,"(2, 6)",shopping,1
160.0,65,65,"(11, 6)",shopping,0
160.0,66,66,"(9, 6)",shopping,1
160.0,67,67,"(42, 5)",shopping,2
160.0,68,68,"(9, 4)",shopping,1
160.0,69,69,"(8, 5)",shopping,1
160.0,70,70,"(16, 6)",shopping,2
160.0,71,71,"(2, 3)",shopping,1
160.0,72,72,"(5, 2)",shopping,2
160.0,73,73,"(8, 3)",shopping,2
160.0,74,74,"(52, 4)",shopping,2
160.0,75,75,"(49, 5)",shopping,1
160.0,76,76,"(2, 2)",shopping,2
160.0,77,77,"(6, 4)",shopping,2
160.0,78,78,"(5, 5)",shopping,2
160.0,79,79,"(3, 5)",shopping,1
160.0,80,80,"(1, 4)",shopping,2
161.0,22,22,"(32, 6)",exiting,0
161.0,25,25,"(3, 4)",exiting,0
